ID,Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit
1068,1814,US-2020-161193,11/20/2020,11/26/2020,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,East,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,2,1.5714
1069,1821,CA-2019-168956,2/16/2019,2/20/2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,-225.5568
1070,1822,CA-2019-168956,2/16/2019,2/20/2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,6.976,4,1.8312
1071,1823,CA-2019-168956,2/16/2019,2/20/2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,FUR-CH-10004754,Furniture,Chairs,"Global Stack Chair with Arms, Black",62.958,3,-2.6982
1072,1824,CA-2019-168956,2/16/2019,2/20/2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Chicago,Illinois,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,5.184,1,1.8144
1073,1825,CA-2019-167507,12/22/2019,12/28/2019,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,-25.056
1074,1826,CA-2019-167507,12/22/2019,12/28/2019,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,11.84,4,3.108
1075,1827,CA-2019-167507,12/22/2019,12/28/2019,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,West,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1,4.8416
1076,1828,CA-2019-109344,2/8/2019,2/11/2019,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,126.8973
1077,1831,CA-2020-145884,10/21/2020,10/21/2020,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1439.92,8,374.3792
1078,1832,CA-2020-145884,10/21/2020,10/21/2020,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,Central,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,262.11,1,62.9064
1079,1834,CA-2020-162691,8/1/2020,8/7/2020,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,3,-263.9967
1080,1835,CA-2020-162691,8/1/2020,8/7/2020,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,Central,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,36.288,7,12.7008
1081,1837,CA-2020-122693,2/19/2020,2/21/2020,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,7,361.2994
1082,1842,CA-2019-157763,7/18/2019,7/23/2019,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,140.81,1,39.4268
1083,1845,US-2020-113852,7/29/2020,8/2/2020,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Seattle,Washington,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,11.7741
1084,1846,US-2020-158512,1/12/2020,1/17/2020,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,19.2384
1085,1847,US-2020-158512,1/12/2020,1/17/2020,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,East,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,15.8256
1086,1848,CA-2020-128370,9/10/2020,9/10/2020,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,27.1764
1087,1849,CA-2020-128370,9/10/2020,9/10/2020,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,2.245
1088,1857,US-2020-158218,5/12/2020,5/15/2020,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,-15.99
1089,1858,US-2020-158218,5/12/2020,5/15/2020,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,Central,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,-53.072
1090,1861,US-2020-121251,3/26/2020,3/27/2020,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,-28.9764
1091,1862,US-2020-121251,3/26/2020,3/27/2020,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,33.5888
1092,1864,US-2019-100839,10/13/2019,10/17/2019,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,-465.568
1093,1865,US-2019-100839,10/13/2019,10/17/2019,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,4.368
1094,1866,US-2020-116659,11/12/2020,11/12/2020,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Newark,Ohio,East,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,-92.6955
1095,1867,CA-2020-118857,4/15/2020,4/18/2020,First Class,AH-10075,Adam Hart,Corporate,United States,Henderson,Nevada,West,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,70.722
1096,1870,CA-2019-148201,8/26/2019,8/29/2019,Second Class,CC-12145,Charles Crestani,Consumer,United States,Seattle,Washington,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48,1,3.1104
1097,1874,CA-2020-142888,11/21/2020,11/25/2020,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,70.98,1,20.5842
1098,1876,US-2019-112977,3/10/2019,3/16/2019,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Long Beach,New York,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,-22.098
1099,1877,CA-2020-112039,3/25/2020,3/29/2020,Standard Class,JC-15775,John Castell,Consumer,United States,San Antonio,Texas,Central,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.376,3,47.0376
1100,1878,CA-2020-118885,12/29/2020,1/2/2019,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,-44.2764
1101,1879,CA-2020-118885,12/29/2020,1/2/2019,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3,22.6782
1102,1880,US-2020-166611,3/28/2020,4/2/2020,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,68.742,9,-48.1194
1103,1884,CA-2019-118570,11/13/2019,11/17/2019,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Philadelphia,Pennsylvania,East,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,217.056,7,78.6828
1104,1885,CA-2020-154718,1/19/2020,1/23/2020,Second Class,DL-12865,Dan Lawera,Consumer,United States,Keller,Texas,Central,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6,2,2.1
1105,1886,CA-2019-147578,4/22/2019,4/26/2019,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,10.4148
1106,1893,CA-2020-145310,12/22/2020,12/24/2020,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,Port Orange,Florida,South,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,7.824,1,2.934
1107,1894,CA-2019-100083,11/24/2019,11/29/2019,Standard Class,CD-11980,Carol Darley,Consumer,United States,Medford,Oregon,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,7.745
1108,1895,US-2020-108063,12/2/2020,12/5/2020,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Charlottesville,Virginia,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,34.65,3,10.395
1109,1897,CA-2020-141789,10/3/2020,10/6/2020,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,843.1706
1110,1901,CA-2019-140543,6/29/2019,7/3/2019,Second Class,Co-12640,Corey-Lock,Consumer,United States,Florence,South Carolina,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,19.188
1111,1902,CA-2019-151141,8/20/2019,8/23/2019,First Class,DW-13480,Dianna Wilson,Home Office,United States,Detroit,Michigan,Central,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,3.9906
1112,1903,CA-2020-167094,10/21/2020,10/22/2020,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184,1,1.8144
1113,1904,CA-2020-167094,10/21/2020,10/22/2020,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,47.848
1114,1905,CA-2020-167094,10/21/2020,10/22/2020,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,West,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,6.745
1115,1906,CA-2020-154410,10/21/2020,10/24/2020,First Class,MD-17860,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,9.0912
1116,1907,US-2019-150567,5/17/2019,5/21/2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,-2.1648
1117,1908,US-2019-150567,5/17/2019,5/21/2019,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,-21.6144
1118,1910,CA-2020-105886,12/18/2020,12/23/2020,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Oceanside,New York,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,8.532
1119,1911,CA-2019-105963,11/15/2019,11/22/2019,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Los Angeles,California,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,40.7499
1120,1912,CA-2020-121503,7/3/2020,7/6/2020,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,Central,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,92.4399
1121,1913,CA-2020-121503,7/3/2020,7/6/2020,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,Central,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,49.761
1122,1915,CA-2020-124597,4/30/2020,5/5/2020,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,1.6704
1123,1916,CA-2020-124597,4/30/2020,5/5/2020,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528,3,4.8525
1124,1917,CA-2020-124597,4/30/2020,5/5/2020,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.952,3,3.8844
1125,1920,US-2020-111423,8/17/2020,8/19/2020,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,East,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,302.373
1126,1921,US-2020-111423,8/17/2020,8/19/2020,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,97.6524
1127,1923,CA-2019-156685,7/8/2019,7/10/2019,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,107.955
1128,1924,CA-2019-156685,7/8/2019,7/10/2019,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,3.5712
1129,1925,CA-2020-126865,12/5/2020,12/7/2020,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,41.823
1130,1926,CA-2020-102834,3/9/2020,3/13/2020,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,69.993
1131,1927,US-2019-139710,6/9/2019,6/15/2019,Standard Class,GM-14680,Greg Matthias,Consumer,United States,Los Angeles,California,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,19.9665
1132,1928,CA-2020-121538,11/28/2020,12/1/2020,First Class,RH-19495,Rick Hansen,Consumer,United States,Denver,Colorado,West,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,31.0688
1133,1929,US-2020-101539,3/16/2020,3/18/2020,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,West,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,6.48,1,3.1104
1134,1930,US-2020-101539,3/16/2020,3/18/2020,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,West,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,46.51,1,1.8604
1135,1931,US-2020-101539,3/16/2020,3/18/2020,Second Class,VM-21685,Valerie Mitchum,Home Office,United States,Seattle,Washington,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.976,3,49.4982
1136,1932,CA-2019-152121,11/27/2019,11/29/2019,Second Class,CC-12670,Craig Carreira,Consumer,United States,Scottsdale,Arizona,West,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,23.7993
1137,1933,CA-2020-161200,8/6/2020,8/10/2020,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,23.3184
1138,1934,CA-2020-161200,8/6/2020,8/10/2020,Second Class,SV-20365,Seth Vernon,Consumer,United States,Lafayette,Louisiana,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,7.392
1139,1935,CA-2020-101245,11/27/2020,12/3/2020,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,244.55,5,114.9385
1140,1936,CA-2020-101245,11/27/2020,12/3/2020,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,West,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,166.16,8,59.8176
1141,1938,CA-2019-112109,7/8/2019,7/12/2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,-13.312
1142,1939,CA-2019-112109,7/8/2019,7/12/2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,-1.2558
1143,1940,CA-2019-112109,7/8/2019,7/12/2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,-6.1152
1144,1941,CA-2019-112109,7/8/2019,7/12/2019,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Broomfield,Colorado,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,74.574
1145,1942,CA-2020-144064,8/29/2020,9/1/2020,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,Central,OFF-LA-10004544,Office Supplies,Labels,Avery 505,47.36,4,17.76
1146,1943,CA-2020-144064,8/29/2020,9/1/2020,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,Central,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,2.401
1147,1944,CA-2020-144064,8/29/2020,9/1/2020,First Class,CP-12085,Cathy Prescott,Corporate,United States,Quincy,Illinois,Central,OFF-BI-10002012,Office Supplies,Binders,Wilson Jones Easy Flow II Sheet Lifters,3.24,9,-5.184
1148,1945,CA-2019-108581,6/20/2019,6/26/2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,Central,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,95.968,4,26.3912
1149,1946,CA-2019-108581,6/20/2019,6/26/2019,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Carrollton,Texas,Central,OFF-PA-10000809,Office Supplies,Paper,Xerox 206,10.368,2,3.6288
1150,1947,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,OFF-AR-10000658,Office Supplies,Art,Newell 324,23.1,2,6.468
1151,1948,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,FUR-FU-10001196,Furniture,Furnishings,DAX Cubicle Frames - 8x10,11.54,2,3.462
1152,1949,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,254.526,1,-93.3262
1153,1950,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,12.98,1,3.7642
1154,1951,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",26.432,8,8.9208
1155,1952,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,57.4113
1156,1953,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,OFF-LA-10001641,Office Supplies,Labels,Avery 518,18.9,6,9.072
1157,1954,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,1282.41,5,213.735
1158,1955,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,4.92,3,2.214
1159,1956,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,238,2,38.08
1160,1957,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,167.97,3,40.3128
1161,1958,CA-2020-157987,9/2/2020,9/6/2020,Standard Class,AC-10615,Ann Chong,Corporate,United States,New York City,New York,East,OFF-PA-10003893,Office Supplies,Paper,Xerox 1962,17.12,4,7.704
1162,1959,CA-2020-110905,9/10/2020,9/15/2020,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,Central,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2,3,7.776
1163,1960,CA-2020-110905,9/10/2020,9/15/2020,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3,14.6157
1164,1961,CA-2020-110905,9/10/2020,9/15/2020,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,53.433
1165,1962,CA-2020-110905,9/10/2020,9/15/2020,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,Central,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6,6.768
1166,1963,CA-2020-110905,9/10/2020,9/15/2020,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,6.5808
1167,1964,CA-2020-110905,9/10/2020,9/15/2020,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,Central,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,5,11.703
1168,1965,CA-2020-110905,9/10/2020,9/15/2020,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,17.1774
1169,1966,CA-2020-110905,9/10/2020,9/15/2020,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Springfield,Missouri,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,7.254
1170,1967,CA-2020-165841,12/21/2020,12/28/2020,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3,78.9516
1171,1968,CA-2020-165841,12/21/2020,12/28/2020,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,East,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,20.155
1172,1969,CA-2020-165841,12/21/2020,12/28/2020,Standard Class,DB-13210,Dean Braden,Consumer,United States,Paterson,New Jersey,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,79.8912
1173,1970,CA-2020-117485,9/23/2020,9/29/2020,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Tulsa,Oklahoma,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,4,102.186
1174,1971,CA-2020-140242,5/6/2020,5/11/2020,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,Central,OFF-AR-10004752,Office Supplies,Art,Blackstonian Pencils,6.408,3,0.6408
1175,1972,CA-2020-140242,5/6/2020,5/11/2020,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Chicago,Illinois,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,408.744,7,76.6395
1176,1980,CA-2019-112669,4/14/2019,4/14/2019,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,105.0228
1177,1981,CA-2019-112669,4/14/2019,4/14/2019,Same Day,KT-16465,Kean Takahito,Consumer,United States,Glendale,Arizona,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,4.2976
1178,1987,CA-2019-147417,7/25/2019,7/27/2019,First Class,CB-12415,Christy Brittain,Consumer,United States,Columbus,Ohio,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,191.9968
1179,1992,CA-2020-111374,2/24/2020,2/28/2020,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,4,-3.7996
1180,1993,CA-2020-133648,6/25/2020,7/2/2020,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,West,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,71.04,6,26.64
1181,1994,CA-2020-133648,6/25/2020,7/2/2020,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,West,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",5.344,2,0.7348
1182,1995,CA-2020-133648,6/25/2020,7/2/2020,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Oregon,West,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,11.304,3,-2.1195
